message_id,channel_key,date_key,message_text,message_length,view_count,engagement_rate,mentions_ethiopia,loaded_at
18518,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"IRON 365 TABLETS 
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት 
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",367,247,1.0,False,2025-07-11 22:00:53.162182
172219,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,,0,215,1.0,False,2025-07-11 22:00:53.217062
172218,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,,0,215,1.0,False,2025-07-11 22:00:53.217080
172217,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"TO BE SOLD PHARMACY SHELF
04/11/2017
PHARMACY FOR SALE
1/ BOLE BULEBULA DRUG STORE
2/LAFTO DRUG STIRE
3/GERJI PHARMACY
4/HAYATE PHARMACY
5/SARIES PARMACY
6/BETEL PHARMACY 
7/ATENA TERA PARMACY
CONTACT AS 0983848760/0908299838",225,212,1.0,False,2025-07-11 22:00:53.217081
172214,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"**CPD         **+251974059645**  **
በጣም #ከታላቅ **ቅናሽ** ጋር  #የሞያ_ፈቃድ_ለማሳደስ_CPD አሁን  ይመዝገቡ   

**  አስደሳች ዜና **#የሙያ** ፍቃዳችሁን ላላሳደሳችሁ የጤና  ባለሙያዎች በሙሉ ✅**

**CPD Online ይሰልጥኑ አሁን ይደውሉ ይመዝግቡ   ወይንም  በቴሌግራም ይመዝገቡ** 
                 **Telegram :- **@infocpd**
                  Call :- **+251974059645
**    **                  
***** ማሳሰቢያ  ተመሳሳይ ስለሚኖር  የ እኛ  በጣም ቅናሹ ኪሰዎን የሚያጎድ የ እኛ ነው !! 
         (Benefit  packages)
15 CEU=400 BIRR
30 CEU=800  BIRR
45 CEU=1000 BIRR
60 CEU=1200 BIRR **
**            
Online CPD TRAINING (All Health Department )

ባሉበት ቦታ ሆነው ስልጠናውን ይውሰዱ ፡ ሰርትፌኬትዎን ባሉበት ቦታ ይቀበሉ
              **
               **ከ ሌሎች ልዩነታችን**
👌 **1ኛ  ልዩ የሚያደርገን እውቅና ያለን**

**    በጤና ሚንስቴር ብቸኛ እና እውቅና ያለው  የ CPD ስልጠናዎች የሚቀርቡበበት  ዌብሳይት እንደሆን ያውቃሉ። 

**        **All department (ሁሉም ድፓርትመንት)
1. GP    
2. HO   
3. Ansthetsia  
4. Nurse 
5. Midwifry   
6.Pharmacy 
7. Labratory 
8, others health professional 

      Registration - Ongoing
ስልጠናውን በተመቾት ጊዜ ይውሰዱ፤ የልዩ ቅናሽ ተጠቃሚ ይሁኑ።

**👌 2**ኛ ልዩ የሚደርገን በታማኝነት ድጋፍ ምክር መስጠት
  ሁሌም ምዝገባ ሁሌም ስልጠና አለ
ለስልጠና ብለዉ ጊዜ ገንዘብዎን  አያባክኑ።ባሉበት  ሆነው የሚፈልጉትን  CEU ነጥቦች እንዲያሟሉ እናግዛለን 
**
**    ለበለጠ መረጃ እና ቲክኒካል ድጋፍ 

            ባሉበት ሆነው  አሁን ይደውሉ
*** 👉 ትክክለኛው ስልክ ቁጥር ይሄ ብቻ ነው!!
📱 **+251974059645**

እና በ ቴሌግራም  ያናግሩን 
  👉 **@Infocpd**

ቲሌግራም ግሩፕ ለመቀላቀል
👉**https://t.me/infocpdonlinetraining",1317,243,1.0,False,2025-07-11 22:00:53.217083
172209,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,,0,282,1.0,False,2025-07-11 22:00:53.217084
172206,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"NEW JOB VACCANCY 
04/11/2017
INTERNAL SPECALIST WZ LICENSE PLACE ADIS ABEBA SALARY 150,000eTB
DOCTOR(Gp) place SEMET
SENIOR PHARMACIST WZ LICENSE DISPENSING PLACE OF WORK
1/GERJI
2/BOLE MEDEHANEYALEM 
3/SEMET
4/PAULOS 
5/ MERY 40/60
6/MESALEMEYA(02)
SENIOR DRIST WZ LICENSE DISPENSING PLACE 
1/SULULETA  16,000 ETB
2/KOYE 
3/GORO
PAR TIMER
CMC
KARA KORE
CONTACT AS  0983848760/0908299838",387,402,1.0,False,2025-07-11 22:00:53.217085
172196,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"**Urgent vacancy** 

#Position: store person And sales person
 
#for sales person call only if have experience in sales 

#Profession: Pharmacists/Druggist

#Company:  Wholesale

#Location: Semit Pepsi_AA 

#Apply: 0990262188",225,427,1.0,False,2025-07-11 22:00:53.217087
172188,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"**Tikvah Sales
(Pharma Import)**

#AMYN 
Amoxicillin 250mg 10x10
📆08/27  
📦150  

#Amucap
Amoxicillin 500mg 10x10
📆11/27  
📦100  

#Acyclovir cream  
📆05/27  
📦400  

#B.Penicillin
 📆11/27  
📦1000  

#Clavamayn
co-amoxi 625MG, 2x10
📆10/26  
📦117  

#Cefixime 400mg,10tab
📆05/27  
📦450  

#Corzinc syrup 100ml  
📆05/27  
📦100  

#Chlorphenamine 
4mg 10x10
📆11/27  
📦400  

#IFITRIM
Co-trimoxazole sus 
📆11/27  
📦100  

#Diphenhydramine 
12.5mg/5ml  
📆12/27  
📦100  

#Eleron
haematinic drop15ml  
📆02/26
📆09/25  
📦100
📦100  

PPF 4MIU
📆06/27  
📦600  

#Genalben
Albendazol Sus, 10ml  
📆05/27  
📦200  

#HCT 25mg, 10x10
📆11/27  
📦400  

#I-UP
Ferrous ascorbate &
folic acid 200ml  
📆06/26  
📦20  

#Irofas
(iron syrup) 150ml  
📆01/26  
📦100  

#Multivitamin tab 10x10
📆12/26  
📦200  

#M-clox 500mg 10x10
📆11/26  
📦50  

#Nubend-400mg
Albendazol 1x10
📆11/27  
📦96  

#Phenobarbital tab
30mg  10x10
📆12/27  
📦60  

#Prop med -40
Propranolol 40mg  10x10
📆11/27  
📦400  

#Penimax-50
Sildenafil  tablet 1x4
📆07/26  
📦750  

#Propmed-10
Propranolol 10mg 10x10  
📆12/27  
📦400  

#Neurolin 10x3
Pregabelin cap 75 mg
📆10/27  
📦360  

#Salbutamol tab 4mg
10x10
📆11/27  
📦400  

#Vitacor (M. syrup 30ml)  
📆11/25  
📦120  

+251917176560

💬DM at @tespha
                 @tikvah_sales
**4Updates**
@e_Pharma1",1297,396,1.0,False,2025-07-11 22:00:53.217088
172187,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"**Tikvah Sales
(Pharma Import)**

#Diphenhydramine 
oral Solution BP, 12.5 mg/5ml
📦100 bottle
⏰ 01/2028

#Azithromycin 200mg/5ml 
(Mytiazee Oral 
Suspension), 15 ml
📦400 bottle
⏰ 01/2027

#Co-trimoxazole 
240mg/5ml 
(Pediatrics )
📦100 bottle
⏰ 12/2027

#Paracetamol susp.
120mg/5ml, 60ml
📦150 bottle
⏰01/2028

#Clotrimazole Cream, 15gm 
📦320 Tube 
⏰ 01/2027

#CLAVΑΜΥΝ-625 MG tab, 
2*10 
(Amoxicillin c.acid)
📦117 pk
⏰ 12/2026

#Azithromycin 500mg
Tablet 1*3 tab
📦1320 pk
⏰ 10/2027

#Diclosafe 100mg 
suppository (Diclofenac 
sodium Suppository 2*5)
📦256 pk
⏰ 07/2027 

With free & fast delivery.

+251917176560
💬DM at @tespha
                 @tikvah_sales
**4Updates**
@e_Pharma1",681,264,1.0,False,2025-07-11 22:00:53.217089
172186,2288b59514f54ca9c72b1a82fa3d7782,2025-07-11,"🔤🔤🔤🔤🔤 🔤🔤🔤🔤🔤
🔤🔤🔤
Adult weight scale with height
Ambu bag adult
Aneroid bp
Angiographic(Coronary catheters )
Baby scale digital with length
BP infant
ECG-Clip electrode for ECG of 4
EEG-ECG electrodes,
50 pcs/pack
Eye Chart
Face shield
Hearing aid Chargeable
Identification Tag blue
Identification Tag blue
Infrared Thermometer
IPB transducer kit
I-STAT cartridges
Iv stand
Littman classic III
Medical Air valve Flow meter wall outlet type
Medical gas outlets
MUAC tape Pediatric
Nebulizer
Oxygen cannula Adult
Oxygen Cannula Pediatric
Oxygen mask adult
Oxygen mask pediatric
Torch Rechargeable
water quality test strip for total hardness-0-425mg/l
MEDICAL EQUIPMET,SCHOOL TEACHING AIDS,SAFETY AND PROTECTION MATERIALS.. call 0911608318 &0911182884
###Himed Sales
091 160 8318
https://maps.app.goo.gl/4USdr4iD4ExeWbjE9
https://t.me/himedmedicalequipment",851,6185,1.0,False,2025-07-11 22:00:53.217091
18527,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"**Apple Cider Vinegar 
Price 3000 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",404,410,1.0,False,2025-07-11 22:00:53.162153
18526,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"TERRA DATTES
Price 3500 birr 
Telegram @Lobeliacosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr",377,133,1.0,False,2025-07-11 22:00:53.162171
18525,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"**CHIA **SEEDS **
Price 3500 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",400,183,1.0,False,2025-07-11 22:00:53.162173
18524,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"**ORGANIC EXTRA OLIVE OIL 2L
Price 6500 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",412,100,1.0,False,2025-07-11 22:00:53.162174
18523,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"Cinnamon Toast Crunch **
Price 3000 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",408,250,1.0,False,2025-07-11 22:00:53.162176
18522,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"VITAMIN D3 1000IU 650 SOFT GELS 
Price 6500 birr 
Telegram :-@Lobeliacosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr",398,390,1.0,False,2025-07-11 22:00:53.162177
18521,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"FOLIC ACID 
Price 5000 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",360,412,1.0,False,2025-07-11 22:00:53.162178
18520,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"St. John's Wort 150 Capsules 
Price 5000 birr  
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",379,265,1.0,False,2025-07-11 22:00:53.162179
18519,a22689d18eced39cfa39810a8eef9f50,2025-07-11,"ZINC 400 TABLETS 
Price 6500 birr 
Telegram https://t.me/lobelia4cosmetics
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call 0911562031/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr",366,229,1.0,False,2025-07-11 22:00:53.162181
